seriesuid,coordX,coordY,coordZ,probability
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-66.79,-6.17,-208.9,0.000196899
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,92.43,-14.96,-183.79,7.93814e-10
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,40.93,52,-40.82,2.1405e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,118.1,37.165,-290.33,3.86951e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,-14.45,-13.84,-58.78,0.0204089
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,88.87,-271.77,-293.99,4.34883e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,73.26,32.99,-83.77,0.00118669
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,52.14350351,91.52208766,-142.6468627,0.00552542
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,86.46067882,-89.27550276,-306.6857082,0.00137976
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,101.47,265.65,-733.39,9.00155e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-34.90507911,-85.02557658,-321.962563,2.18273e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-139.63,-34.32,-253.71,1.25225e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,106.73,62.05,-233.78,1.95391e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-18.93,185.22,-493.4,6.93235e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-11.45,39.56,-172.43,9.09325e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-22.6,23.3,-144.7,3.76312e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,94.66,28.72,-221.79,4.17035e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,73.74,-40.14,-181.32,9.61624e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,44.94,42.06,-187.33,1.09545e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,51.7,-124.59,-276.16,2.51624e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-101.48,-234.28,-327.3,7.62239e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-56.80657295,-73.4703002,-128.0072729,4.9175e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,-84.63,-25.9,-103.51,2.08333e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-42.9,5.1,-132.45,2.32636e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,91.47,-31.85,-167.5,1.89515e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-52.27,23.92,-227.17,5.06291e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,60.36,104.7,-124.92,4.10734e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-77.73261042,35.01704558,-166.5254311,9.05324e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.269689294231892620436462818860,-34.84595878,19.56767542,-175.8934902,5.81826e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,97.25806935,-128.2485654,-103.2813046,1.5543e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,92.43,25.51,-207.055,3.71371e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,93.71,-210.79,1070.4,7.06284e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-59.72280011,-56.4363175,-90.88206532,0.000113016
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,33.55,12.62,-91.63,5.9374e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-36.12,230.33,-763.29,8.01761e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-33.00925476,-38.80859112,-93.04454566,7.7318e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-110.2,57.4,28.4,5.09221e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,55.26666945,100.5055728,-165.9196631,3.33216e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,88.49402585,44.18411758,-120.4277399,7.32361e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,64.07364285,73.19541147,-159.2122265,7.6288e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,22.3,50.5,-44.25,5.42294e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-62.39811183,100.2173693,-170.689363,3.1496e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,-59.7,-24.3,-114.66,5.94781e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,76.37492093,182.0539087,-296.8414211,5.34813e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-45.98,-157.36,-119.49,1.24347e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-102.88,90.38,-272.44,4.67377e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,100.18,5.25,-168.79,1.59307e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,-98.03334504,-89.36696573,-172.260345,0.481986
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,59.19619724,-2.214992039,-220.737984,3.8337e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-90.60439454,62.27797719,-274.9812678,1.06568e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830,-43.49,65.1,-176.87,4.21247e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-54.27528429,23.7429082,-67.76052439,9.42434e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-98.02,136.79,-613.82,0.0010424
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-60.44865572,240.2309808,-352.862928,2.8252e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,69.58,162.68,-185.33,5.11356e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-45.24183452,-17.72791372,-210.7590761,2.11985e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-62.76604315,224.3158723,-615.3838928,7.11351e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,-16.45,-115,-242.4,5.65709e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-52.46,124.87,-628.56,6.70869e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-86.54988717,50.97397804,-58.82869586,1.04449e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,-103.058483,-159.906643,-130.2025,0.997613
1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410,-138.18,-185.68,-335.5,0.019538
1.3.6.1.4.1.14519.5.2.1.6279.6001.716498695101447665580610403574,-12.22,-91.51,-149.06,9.23495e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,52.22,-182.97,-172.06,6.4972e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,87.73,-46.79,-161.83,0.0492419
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,60.39,-60.68,-178.03,7.00524e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-23.73,137.49,-472.07,0.100765
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,-49.52,-26.61,-139.05,0.000702973
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-89.31548125,99.29899472,-203.8336711,3.94629e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-71.01,-44.29,-152.56,2.28996e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,-70.38,-118.69,-344.91,1.1501e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-140.89,24.9,-214.52,1.79878e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,85.7618623,123.8866661,-183.0949686,1.31373e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-62,-90.5,-285.75,7.19061e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,86.8033998,-51.41594527,-185.3334766,4.97141e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-134.1,50.83,-205.5,1.74652e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,61.41,74.6,-257.58,2.39948e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,97.98167121,4.240773137,-263.0957145,5.256e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.310548927038333190233889983845,63.85,-20.3,-171.1,1.02031e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-78.77,-33.42,-117.33,3.8697e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,88.31,203.02,-535.12,5.42076e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,17.9,73.5,-165.75,0.000563878
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,-90.93,136.26,-253.65,1.74e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,-33.70846978,136.3405087,-544.3263584,4.09721e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.227962600322799211676960828223,93.11932362,5.642786136,-177.6771457,3.82282e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,51.68,52.5,-152.07,5.94407e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,61.56151364,67.32624295,-202.0054136,8.527e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-21.39225334,-29.0430001,-148.6348922,5.21409e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-27.59720981,0.061788607,-42.94778236,2.56665e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-27.05,-65.35,-191.06,2.02147e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-22.51,27.27,113.05,9.56794e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,46.68384423,-22.83914653,-125.9054881,1.69889e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,91.78,35.21,-114.29,1.55206e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,-36.11353078,130.7421161,-437.4845285,0.00035773
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,53.8,-181.19,-309.99,2.2665e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.108197895896446896160048741492,78.31,-4.9,-177.68,3.15155e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-58.44,190.2,-636.67,2.10843e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,-15.8057065,67.63860258,-73.04244777,4.99696e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,29.43,-182.01,1125.4,2.71097e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,34.8,-93.13,-270.56,9.01296e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.805925269324902055566754756843,-44,-42.5,-221.25,0.000195028
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,98.08301968,275.6675105,-759.4725266,0.24028
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-107.0822965,91.99051582,-159.7324693,0.0317145
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,-45.21574915,135.976404,-427.0657804,8.6534e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.657775098760536289051744981056,-1.806523233,34.83028829,-212.2254679,3.84878e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,99.74157007,40.31994843,-103.0105408,1.57023e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-52.03,-97.45,956,2.55812e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-67.86,-36.11,-119.4,5.425e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,8.185902991,66.63683244,-150.3183824,1.19343e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,100.25,-50.42,-78.7,8.38636e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,65.55933779,163.8832403,1741.455063,1.64634e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,48.43,1.44,-84.055,5.1399e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-22.93,-36.43,-171.52,5.90056e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-54.93,204.86,-559.59,1.78175e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,-75.97464824,24.10374871,-71.03647594,6.37321e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,158.5099692,45.96960739,-153.4120941,0.00230246
1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037,83.40577124,245.5817141,-367.457143,1.2635e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,-65.63,65.55,-150.68,8.84617e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.534006575256943390479252771547,-57.05,10.35,-273.8,7.69871e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-27.14262963,-8.487430078,-113.3210409,3.62093e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-53.50409737,-94.39523026,-122.3581579,0.000207057
1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526,-5.90239112,16.03942737,-218.6566669,5.59283e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,-46.63,-65.37,-153.79,0.000569674
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,77.96,-81.03,-246.89,0.00855494
1.3.6.1.4.1.14519.5.2.1.6279.6001.216882370221919561230873289517,-33.27,116.2,-142.51,0.499247
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,123.51,-136.96,-293.49,2.65292e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,51.14643258,76.28240307,-284.015574,1.48739e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,-72.71,-103.62,-162.03,3.0658e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,92.69569526,-39.59331424,-174.1316744,2.39289e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,89.83280377,218.1354292,-645,6.20126e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565,55.62811719,-220.5092139,-188.2415095,4.50493e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-76.01,-28.37,70.87,5.07607e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,73.69146168,33.4313285,-150.8324254,9.38686e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,35.045,-97.825,-230.67,2.47401e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.564534197011295112247542153557,44.79374636,27.35233643,-106.3469989,0.000124769
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,77.28,-6.84,-128.52,1.63999e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-22.37,94.37,-94.75,9.22871e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,28.46712031,-20.67054781,-67.42751113,1.26949e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,-62.88131401,194.3200809,-693.5036892,2.45932e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.975254950136384517744116790879,11.76506079,46.27431424,-157.896392,1.94233e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,-72,253.5,-576.8,0.000672763
1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950,-64.99,-86.34,1149.9,3.72895e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,35.45,23.15,-115.47,1.53561e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-50.95308657,86.06076571,-257.5471593,5.94447e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,116.3498253,169.5221726,-579.6581154,4.49955e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,59.32,171.83,-512.77,9.09778e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,84.87375,179.935,-768.644988,2.79083e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,123.153787,13.0896059,-134.6279789,2.31219e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.979083010707182900091062408058,104.1,-9,-130.54,2.9554e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,41.34,186.54,-391.46,5.21197e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,62.29887484,46.65930384,-145.3970565,8.57129e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-66.28,254.02,-727.64,0.00011042
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,-114.4718184,30.04059979,-63.12363657,4.08259e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441,-77.85434727,-41.4074061,-116.5850002,4.44452e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,99.28653313,131.2525089,1651.336287,6.88446e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,-52.15351638,46.01249349,-84.58241296,0.417494
1.3.6.1.4.1.14519.5.2.1.6279.6001.333145094436144085379032922488,-76.44,-28.62,-223.31,1.21293e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,-43.35,-8.015,-110.095,2.80023e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,53.99,216.3,-618.38,5.69003e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,-45.76,-60.84,-152.72,6.19125e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,-61.87,4.22,-155.69,1.01197e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,81.29739979,23.40306645,-101.1588891,1.2389e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843,-65.89,33.7,-64.49,0.000837516
1.3.6.1.4.1.14519.5.2.1.6279.6001.146429221666426688999739595820,-19.32896852,-289.4470483,-286.9234475,4.61769e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.188376349804761988217597754952,49.33,166.33,-396.3,2.00922e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,-43.63192045,86.34560323,-186.769243,2.15244e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-98.74,-49.21,-246.61,8.08567e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,85.06328212,21.61037644,-0.434796597,0.00010717
1.3.6.1.4.1.14519.5.2.1.6279.6001.832260670372728970918746541371,-75.07792749,103.7086675,-169.2396696,1.66776e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,51.57,44.01,-151.62,1.1653e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,-9.5,45.77,-239.6,0.00013453
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,44.9,-132.2,-288.4,5.95505e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,68.04,51.16,-252.78,4.05061e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-81.31,-3.25,-180.88,4.88339e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-121.49,151.39,-521.33,7.88453e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,105.1964349,6.865574907,-239.0657897,1.7688e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912,-21.51965039,39.1891618,-165.5644088,0.272073
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,-69.85,65.605,191.39,0.116635
1.3.6.1.4.1.14519.5.2.1.6279.6001.241570579760883349458693655367,-72.97657029,143.276326,1788.846072,1.66364e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.334517907433161353885866806005,-59.33651965,180.8835165,-366.9073511,9.55014e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114,-69.60277207,-4.799542163,-84.68780384,3.13827e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.250863365157630276148828903732,-85.36,-48.75,-265.09,0.0830553
1.3.6.1.4.1.14519.5.2.1.6279.6001.826812708000318290301835871780,122.9924861,30.43400278,-165.9445679,0.00172097
1.3.6.1.4.1.14519.5.2.1.6279.6001.905371958588660410240398317235,-87.02795351,-68.10117644,-265.5969714,1.93252e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.566816709786169715745131047975,110.7,44.33,-195,6.4102e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-38.21378569,-101.8867484,-106.5347106,0.00020735
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,-93.52,16.7,-198.91,1.35522e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.295298571102631191572192562523,10.87597911,106.1495335,-147.7564609,1.16629e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.640729228179368154416184318668,79.26,-114.3,-105.49,1.24384e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.144438612068946916340281098509,10.00732799,-35.61170023,-106.9215674,2.80989e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,82.71573186,13.3673437,-154.7521876,3.06598e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,-72.50794666,230.7440185,-861.7088017,1.34774e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.272042302501586336192628818865,-63.79,209.345,-712.965,5.53314e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,45.91,-148.81,-375.8,1.68122e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.395623571499047043765181005112,70.75,25,-91.05,2.10092e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.293757615532132808762625441831,62.915,31.985,-135.715,6.46954e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.323859712968543712594665815359,98.02568394,1.314476022,-199.7962378,4.08429e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,-88.15,-77.75,-170.02,5.14375e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,65.89,-0.29,-41.68,2.39959e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,57.84957425,59.0848466,-255.7693619,7.46318e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,50.63999772,242.8635668,-645.6355672,9.72853e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,31.93,-77.8,-131.7,1.25817e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,37.82,20,-57.75,1.01929e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,68.33,193.85,-690.09,0.985886
1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596,78.57,41.9,-162.7,1.00223e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,-96.79696506,120.5886063,-222.0788721,2.11828e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-66.95,42.7,-21,8.28989e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.295420274214095686326263147663,70.24,15.89,-85.04,4.75853e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354,29.21905587,-240.1015874,-207.3008048,3.61408e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.511347030803753100045216493273,-78.52,21.98,-193.08,0.00042539
1.3.6.1.4.1.14519.5.2.1.6279.6001.219087313261026510628926082729,-60.17,106.65,-541.54,5.97984e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.397062004302272014259317520874,42.79585262,226.1174149,-606.1834908,3.78269e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.281489753704424911132261151767,83.78864253,65.94339617,-163.8259375,1.96909e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074,-21.15,215.38,-650.58,3.73913e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,59.82,231.45,-735.73,9.95987e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.188209889686363159853715266493,22.6,-30.8,-141.55,1.27638e-08
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,8.91941524,261.9362725,-824.6590911,3.23436e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.219909753224298157409438012179,52.03706897,52.70675862,-154.5387931,2.76198e-09
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,78.75,51.83,-114.38,3.10929e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227,81.62,223.38,-600.95,1.39507e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.311981398931043315779172047718,-43.6186837,20.29643299,-173.9371013,6.2027e-07
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,-61.7,41.03,-113.08,1.8567e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.313334055029671473836954456733,49.1,-15.5,-181.1,3.76042e-06
1.3.6.1.4.1.14519.5.2.1.6279.6001.210837812047373739447725050963,-17.25,-222.15,-155.23,6.89499e-05
1.3.6.1.4.1.14519.5.2.1.6279.6001.868211851413924881662621747734,-32.1,21.5,-166.75,0.000567457
1.3.6.1.4.1.14519.5.2.1.6279.6001.313835996725364342034830119490,-59.42,31.92,-53.46,2.13544e-07
